Name,Street,Suburb,City,Region,Longitude,Latitude
Bailey Road School,19 Bailey Road,Mount Wellington,Auckland,Auckland,174.827158,-36.909108
Sir Edmund Hillary Collegiate Middle School,2 Franklyne Road,Otara,Auckland,Auckland,174.878556,-36.950385
Bairds Mainfreight Primary School,Edward Avenue,Otara,Auckland,Auckland,174.866961,-36.959502
Balmoral School (Auckland),19 Brixton Road,Mount Eden,Auckland,Auckland,174.745823,-36.884566
Bayfield School,2-12 Clifton Road,Herne Bay,Auckland,Auckland,174.731368,-36.847731
Bayswater School,181 Bayswater Avenue,Bayswater-Auckland,Auckland,Auckland,174.787648,-36.809709
Bayview School,Bayview Road,Glenfield,Auckland,Auckland,174.706555,-36.772251
Beach Haven School,Tramway Road,Beach Haven,Auckland,Auckland,174.691076,-36.793893
Beachlands School,18 Bell Road,Beachlands,Auckland,Auckland,174.999508,-36.884654
Belmont Intermediate,10 Winscombe Street,Belmont,Auckland,Auckland,174.789452,-36.803586
Belmont School (Auckland),3A Harrison Avenue,Belmont,Auckland,Auckland,174.791389,-36.806207
Birdwood School,Karepo Crescent,Ranui,Auckland,Auckland,174.601803,-36.856013
Birkdale Intermediate,200 Birkdale Road,Birkdale,Auckland,Auckland,174.700667,-36.796111
Birkdale North School,213 Birkdale Road,Birkdale,Auckland,Auckland,174.701508,-36.790691
Birkdale Primary School,10 Salisbury Road,Birkdale,Auckland,Auckland,174.703494,-36.80032
Birkenhead School,77 Mokoia Road,Birkenhead,Auckland,Auckland,174.723845,-36.810998
Blockhouse Bay Intermediate,95 Bolton Street,Blockhouse Bay,Auckland,Auckland,174.694023,-36.918918
Blockhouse Bay School,584 Blockhouse Bay Road,Blockhouse Bay,Auckland,Auckland,174.702163,-36.924895
Bombay School,35 Paparata Road,,Bombay,Auckland,174.995082,-37.185526
Botany Downs School,Mirrabooka Avenue,Botany Downs,Auckland,Auckland,174.922775,-36.912078
Brookby School,359 Brookby Road,Manurewa,Auckland,Auckland,174.993988,-36.987426
Browns Bay School,Masterton Road,Browns Bay,Auckland,Auckland,174.744663,-36.721846
Bruce McLaren Intermediate,61 - 69 Bruce Mclaren Road,Henderson,Auckland,Auckland,174.62708,-36.895329
Buckland School,72 George Crescent,,Buckland-Auckland,Auckland,174.926352,-37.228329
Bucklands Beach Intermediate,247 Bucklands Beach Road,Bucklands Beach,Auckland,Auckland,174.910453,-36.883119
Bucklands Beach Primary School,107 Clovelly Road,Bucklands Beach,Auckland,Auckland,174.908002,-36.865748
Campbells Bay School,77 Aberdeen Road,Castor Bay,Auckland,Auckland,174.759314,-36.75472
Chaucer School,Chaucer Place,Blockhouse Bay,Auckland,Auckland,174.694564,-36.914448
Chelsea School,Onetaunga Road,Birkenhead,Auckland,Auckland,174.707621,-36.816252
Christ the King Catholic School (Owairaka),288 Richardson Road,Mount Roskill,Auckland,Auckland,174.720695,-36.904099
Churchill Park School,Kinsale Avenue,Glendowie,Auckland,Auckland,174.873572,-36.851489
Clayton Park School,Coxhead Road,Manurewa,Auckland,Auckland,174.896893,-37.041056
Clendon Park School,145 Rowandale Avenue,Manurewa,Auckland,Auckland,174.870792,-37.017932
Clevedon School,13 North Road,Clevedon,Papakura,Auckland,175.038958,-36.990298
Sir Edmund Hillary Collegiate Junior School,2 Franklyne Road,Otara,Auckland,Auckland,174.877275,-36.950205
Coatesville School,Mahoenui Valley Road,Albany,Auckland,Auckland,174.644391,-36.717945
Cockle Bay School,Sandspit Road,Howick South,Auckland,Auckland,174.939226,-36.90505
Colwill School Massey,Kintara Drive,Massey,Auckland,Auckland,174.632882,-36.834044
Conifer Grove School,Evanda Crescent,Takanini,Auckland,Auckland,174.911617,-37.048532
Cornwall Park District School,193 Green Lane West,Greenlane,Auckland,Auckland,174.789077,-36.892535
Cosgrove School,10 Cosgrave Road,,Papakura,Auckland,174.957853,-37.054104
Dairy Flat School,1220 Dairy Flat Highway,Dairy Flat,Auckland,Auckland,174.638893,-36.667764
Dawson School,Haumia Way,Otara,Auckland,Auckland,174.893388,-36.974368
Devonport Primary School,Kerr Street,Devonport,Auckland,Auckland,174.799486,-36.828329
Dominion Road School,Quest Terrace,Mount Roskill,Auckland,Auckland,174.743732,-36.904862
Don Buck School,124 Don Buck Road,Massey,Auckland,Auckland,174.609885,-36.851203
Drury School,Young Crescent,,Drury,Auckland,174.949724,-37.09879
East Tamaki School,Preston Road,East Tamaki,Auckland,Auckland,174.886534,-36.962543
Edendale School (Auckland),419 Sandringham Road,Sandringham,Auckland,Auckland,174.737209,-36.887365
Edmonton School,Edmonton Road,Te Atatu South,Auckland,Auckland,174.642282,-36.86566
Edmund Hillary School,Hunua Road,,Papakura,Auckland,174.957731,-37.067374
Ellerslie School,12 Kalmia Street,Ellerslie,Auckland,Auckland,174.805734,-36.898627
Elm Park School,46 Gossamer Drive,Pakuranga Heights,Auckland,Auckland,174.889953,-36.910376
Epsom Normal School,41 The Drive,Epsom,Auckland,Auckland,174.770542,-36.89074
Fairburn School,10 Pukeora Road,Otahuhu,Auckland,Auckland,174.849835,-36.947792
Farm Cove Intermediate,16 Butley Drive,Pakuranga,Auckland,Auckland,174.891001,-36.896477
Favona School,Wakefield Road,Favona,Auckland,Auckland,174.806963,-36.953946
Ferguson Intermediate (Otara),Ferguson Road,Otara,Auckland,Auckland,174.882444,-36.964267
Finlayson Park School,85 John Walker Drive,Manurewa,Auckland,Auckland,174.871991,-37.031999
Flanshaw Road School,51 Flanshaw Road,Te Atatu South,Auckland,Auckland,174.645464,-36.860798
Flat Bush School,Flat Bush Road,Otara,Auckland,Auckland,174.883674,-36.975283
Forrest Hill School,50 Forrest Hill Road,Forrest Hill,Auckland,Auckland,174.749433,-36.77371
Freemans Bay School,Wellington Street,Freemans Bay,Auckland,Auckland,174.75281,-36.852041
Freyberg Community School,Roberts Road,Te Atatu South,Auckland,Auckland,174.651177,-36.871031
Fruitvale Road School,9 Croydon Road,New Lynn,Auckland,Auckland,174.667363,-36.915644
Gladstone School (Auckland),8 Seaview Terrace,Mount Albert,Auckland,Auckland,174.712471,-36.880176
Glamorgan School,Glamorgan Drive,Torbay,Auckland,Auckland,174.735314,-36.702666
Glen Eden Intermediate,Kaurilands Road,Titirangi,Auckland,Auckland,174.652548,-36.924544
Glen Eden School,3 Glenview Road,Glen Eden,Auckland,Auckland,174.652087,-36.908643
Glen Innes School,Eastview Road,Glen Innes,Auckland,Auckland,174.857046,-36.874143
Glen Taylor School,172 West Tamaki Road,Glendowie,Auckland,Auckland,174.863976,-36.869819
Glenavon School,340 Blockhouse Bay Road,Blockhouse Bay,Auckland,Auckland,174.701982,-36.909851
Glenbrae Primary School,103 Leybourne Circle,Glen Innes,Auckland,Auckland,174.870066,-36.873354
Glenbrook School,459 Glenbrook-Waiuku Road,Glenbrook,Waiuku,Auckland,174.751421,-37.204948
Glendene School,60 Barrys Road,Glendene,Auckland,Auckland,174.655176,-36.886848
Glendowie School,217 Riddell Road,Glendowie,Auckland,Auckland,174.875681,-36.863136
Glenfield Intermediate,138 Chivalry Road,Glenfield,Auckland,Auckland,174.732176,-36.779785
Glenfield Primary School,101 Chivalry Road,Glenfield,Auckland,Auckland,174.727634,-36.779635
Good Shepherd School (Balmoral),30 Telford Avenue,Balmoral,Auckland,Auckland,174.74351,-36.891174
Green Bay Primary School,131 Godley Road,Green Bay,Auckland,Auckland,174.672669,-36.931675
Greenhithe School,9 Isobel Road,Greenhithe,Auckland,Auckland,174.675396,-36.774015
Greenmeadows Intermediate,29 Greenmeadows Avenue,Manurewa,Auckland,Auckland,174.906356,-37.029254
Grey Lynn School,44 Surrey Crescent,Grey Lynn,Auckland,Auckland,174.735489,-36.863121
Halsey Drive School,106 Halsey Drive,Lynfield,Auckland,Auckland,174.719185,-36.932703
Harrisville School,202 Harrisville Road,,Tuakau,Waikato,174.951571,-37.239965
Hauraki School,82 Jutland Road,Takapuna,Auckland,Auckland,174.774451,-36.803861
Hay Park School,670 Richardson Road,Mount Roskill,Auckland,Auckland,174.744285,-36.923673
Helensville School,29 Rata Street,,Helensville,Auckland,174.453862,-36.679294
Henderson Intermediate,70 Lincoln Road,Henderson,Waitakere,Auckland,174.627985,-36.867736
Henderson North School,Norval Road,Henderson,Auckland,Auckland,174.626327,-36.869717
Henderson School,Montel Avenue,Henderson,Auckland,Auckland,174.63628,-36.881186
Henderson South School,Garelja Road,Henderson,Auckland,Auckland,174.622353,-36.888579
Henderson Valley School,389 Henderson Valley Road,Henderson,Auckland,Auckland,174.592291,-36.899037
Hillpark School,57 Grande Vue Road,Manurewa,Auckland,Auckland,174.898371,-37.013237
Hillsborough School,Belfast Street,Hillsborough,Auckland,Auckland,174.757734,-36.923246
Hobsonville School,104 Hobsonville Road,Hobsonville,Auckland,Auckland,174.637213,-36.805122
Holy Cross School (Papatoetoe),Carruth Road,Papatoetoe,Auckland,Auckland,174.860422,-36.979562
Holy Cross Catholic School (Henderson),8 Lavelle Road,Henderson,Auckland,Auckland,174.636366,-36.886961
Homai School,89 Browns Road,Manurewa,Auckland,Auckland,174.880253,-37.012423
Howick Intermediate,Botany Road,Howick South,Auckland,Auckland,174.918247,-36.899683
Howick Primary School,Willoughby Avenue,Howick West,Auckland,Auckland,174.915937,-36.897732
Huapai District School,40 Station Road,,Huapai,Auckland,174.536946,-36.774067
Hunua School,"Lockwood Road, Hunua",,Papakura,Auckland,175.074809,-37.079786
Jean Batten School,6 Imrie Avenue,Mangere,Auckland,Auckland,174.814317,-36.973932
Kaiaua School,Coast Road,,Pokeno,Waikato,175.298106,-37.099713
Kaipara Flats School,"20 School Road, RD 4",,Warkworth,Auckland,174.545886,-36.408366
Karaka School,12 Blackbridge Road,,Papakura,Auckland,174.902943,-37.125278
Kaukapakapa School,977 Kaipara Coast Highway,,Kaukapakapa,Auckland,174.494879,-36.617876
Kauri Park School,16 McGlashen Place,Beach Haven,Auckland,Auckland,174.698421,-36.805475
Kaurilands School,Atkinson Road,Titirangi,Auckland,Auckland,174.654511,-36.928226
Kedgley Intermediate,Portage Road,Papatoetoe,Auckland,Auckland,174.834164,-36.976884
Kelston Intermediate,Vanguard Road,Kelston,Auckland,Auckland,174.663896,-36.897617
Kelston School,5 Archibald Road,Kelston,Auckland,Auckland,174.665452,-36.90346
Kelvin Road School,Kelvin Road,,Papakura,Auckland,174.95961,-37.063356
Kingsford School,54 Raglan Street,Mangere East,Auckland,Auckland,174.827391,-36.973502
Kohimarama School,112 Kohimarama Road,Kohimarama,Auckland,Auckland,174.837157,-36.854774
Konini School (Auckland),73 Withers Road,Glen Eden,Auckland,Auckland,174.64289,-36.927225
Koru School,71 Robertson Road,Mangere,Auckland,Auckland,174.803965,-36.95826
Kowhai Intermediate,26 Onslow Road,Kingsland,Auckland,Auckland,174.748563,-36.87218
Laingholm School,54 Victory Road,Laingholm,Auckland,Auckland,174.627212,-36.962444
Leabank School,7 Dr Pickering Avenue,Manurewa,Auckland,Auckland,174.886553,-37.034188
Leigh School,Hauraki Road,Leigh,Warkworth,Auckland,174.803597,-36.291106
Lincoln Heights School,Keegan Drive,Massey,Auckland,Auckland,174.619683,-36.844863
Long Bay School,Ralph Eagles Place,Torbay,Auckland,Auckland,174.734598,-36.691077
Mairangi Bay School,13 Agathis Avenue,Mairangi Bay,Auckland,Auckland,174.747387,-36.744586
Mangatangi School,2047 Miranda Road,,Mangatangi,Waikato,175.204624,-37.19981
Mangatawhiri School,Mckenzie Road,,Pokeno,Waikato,175.122971,-37.213797
Mangere Bridge School,Coronation Road,Mangere Bridge,Auckland,Auckland,174.786867,-36.94636
Mangere Central School,244 Kirkbride Road,Mangere,Auckland,Auckland,174.790516,-36.974104
Mangere East School,21 Yates Road,Mangere East,Auckland,Auckland,174.82512,-36.964501
Manuka Primary School,Manuka Road,Glenfield,Auckland,Auckland,174.716926,-36.774823
Royal Oak Intermediate School,74 Symonds Street,Royal Oak,Auckland,Auckland,174.774516,-36.915785
Manurewa East School,Scotts Road,Manurewa,Auckland,Auckland,174.908655,-37.022263
Manurewa Intermediate,76 Russell Road,Manurewa,Auckland,Auckland,174.885517,-37.022508
Manurewa Central School,Hill Road,Manurewa,Auckland,Auckland,174.896028,-37.020485
Manurewa South School,39 Tawa Crescent,Manukau Central,Auckland,Auckland,174.896079,-37.033066
Manurewa West School,Mckean Avenue,Manurewa,Auckland,Auckland,174.886907,-37.024386
Maraetai Beach School,154 Maraetai Drive,,Maraetai Beach,Auckland,175.036927,-36.878775
Maramarua School,2200 State Highway 2,,Maramarua,Waikato,175.227785,-37.251026
Marist School (Mt Albert),14 Kitenui Avenue,Mount Albert,Auckland,Auckland,174.72536,-36.880864
Marist Catholic School (Herne Bay),82 Kelmarna Avenue,Herne Bay,Auckland,Auckland,174.735628,-36.851301
Marlborough School,Wykeham Place,Glenfield,Auckland,Auckland,174.730624,-36.785851
Marshall Laing School,39 Marshall Laing Avenue,Mount Roskill,Auckland,Auckland,174.718234,-36.916171
Massey Primary School,326 Don Buck Road,Massey,Auckland,Auckland,174.600248,-36.839534
Matakana School,952 Matakana Road,,Warkworth,Auckland,174.715128,-36.355007
Matipo Road School,63B Matipo Road,Te Atatu North,Auckland,Auckland,174.641103,-36.837359
Mauku School,389 Union Road,,Mauku,Auckland,174.820836,-37.205565
Maungawhau School,Ellerton Road,Mount Eden,Auckland,Auckland,174.754177,-36.891902
May Road School,504 Richardson Road,Mount Roskill,Auckland,Auckland,174.730592,-36.915286
Mayfield School (Auckland),12 Pearl Baker Drive,Otara,Auckland,Auckland,174.886826,-36.952757
Meadowbank School,Waiatarua Road,Remuera,Auckland,Auckland,174.819917,-36.874777
Mellons Bay School,140 Mellons Bay Road,Howick South,Auckland,Auckland,174.93141,-36.886355
Mercer School,15 Glass Road,,Mercer,Waikato,175.057212,-37.276213
Meremere School,Heather Green Avenue,,Meremere,Waikato,175.073249,-37.317887
Milford School (Auckland),34 Shakespeare Road,Milford,Auckland,Auckland,174.761141,-36.774996
Monte Cecilia Catholic School,34 Whitmore Road,Mount Roskill,Auckland,Auckland,174.745713,-36.927962
Mt Eden Normal School,Valley Road,Mount Eden,Auckland,Auckland,174.756558,-36.876964
Mt Richmond School,30 Albion Road,Otahuhu,Auckland,Auckland,174.841868,-36.939413
Mountain View School,81 Mountain Road,Mangere,Auckland,Auckland,174.785757,-36.95467
Mt Albert School,6 Sainsbury Road,Mount Albert,Auckland,Auckland,174.731512,-36.878111
Mt Carmel School (Meadowbank),6 Mt Carmel Place,Meadowbank,Auckland,Auckland,174.824909,-36.873323
Mt Roskill Intermediate,Denbigh Avenue,Mount Roskill,Auckland,Auckland,174.744699,-36.910264
Mt Roskill Primary School,Frost Road,Mount Roskill,Auckland,Auckland,174.748275,-36.911439
Mulberry Grove School,271 Shoal Bay Road,,Tryphena,Auckland,175.494823,-36.312629
Murrays Bay Intermediate,Sunrise Avenue,Murrays Bay,Auckland,Auckland,174.744645,-36.734473
Murrays Bay School,Clematis Avenue,Murrays Bay,Auckland,Auckland,174.746692,-36.733037
Macleans Primary School,Wycherley Drive,Bucklands Beach,Auckland,Auckland,174.912217,-36.888937
New Lynn School,Hutchinson Avenue,New Lynn,Auckland,Auckland,174.681074,-36.91449
New Windsor School,185 New Windsor Road,New Windsor,Auckland,Auckland,174.712846,-36.9071
Newmarket School,7 Gillies Avenue,Newmarket,Auckland,Auckland,174.774187,-36.870555
Newton Central School,Monmouth Street,Grey Lynn,Auckland,Auckland,174.751637,-36.862507
Nga Iwi School,60 Mascot Avenue,Mangere,Auckland,Auckland,174.802699,-36.972603
Northcote Intermediate,Lake Road,Northcote,Auckland,Auckland,174.745658,-36.79915
Northcote School (Auckland),2 Lake Road,Northcote,Auckland,Auckland,174.742874,-36.809969
Northcross Intermediate,10 Sartors Avenue,Browns Bay,Auckland,Auckland,174.725736,-36.715781
Oaklynn Special School,20 Mayville Avenue,New Lynn,Auckland,Auckland,174.681335,-36.918264
Okiwi School,Aotea Road,,Okiwi,Auckland,175.394393,-36.154898
Onehunga Primary School,122 Arthur Street,Onehunga,Auckland,Auckland,174.783622,-36.920663
Onepoto School,Fraser Avenue,Northcote,Auckland,Auckland,174.746613,-36.798023
Opaheke School,Tasman Drive,,Papakura,Auckland,174.950501,-37.0743
Orakei School,Grace Street,Orakei,Auckland,Auckland,174.815044,-36.858369
Oranga School,21 Rangipawa Road,One Tree Hill,Auckland,Auckland,174.800041,-36.907131
Oratia School,1 Shaw Road,Oratia,Auckland,Auckland,174.620406,-36.913033
Orere School,Orere Point Road,Orere Point,Papakura,Auckland,175.226161,-36.977929
Orewa North School,Centreway Road,,Orewa,Auckland,174.68848,-36.579608
Orewa School,86 Maire Road,,Orewa,Auckland,174.678987,-36.585834
Otahuhu Intermediate,22 Luke Street,Otahuhu,Auckland,Auckland,174.847249,-36.937126
Otahuhu School,41 Station Road,Otahuhu,Auckland,Auckland,174.839665,-36.942847
Otaua School,Maioro Road,,Waiuku,Waikato,174.74135,-37.306298
Our Lady Sacred Heart School (Epsom),19 Banff Avenue,Epsom,Auckland,Auckland,174.770376,-36.897429
Owairaka District School,113 Richardson Road,Mount Albert,Auckland,Auckland,174.715659,-36.895212
Owairoa Primary School,85s Nelson Street,Howick,Auckland,Auckland,174.92631,-36.89907
Paerata School,Tuhimata Road,Paerata,Pukekohe,Auckland,174.901946,-37.166965
Pakuranga Heights School,77 Udys Road,Pakuranga,Auckland,Auckland,174.882539,-36.915562
Pakuranga Intermediate,43 Reeves Road,Pakuranga,Auckland,Auckland,174.876418,-36.914174
Panama Road School,139 Panama Road,Mt Wellington,Auckland,Auckland,174.853837,-36.926091
Panmure Bridge School,76 Kings Road,Panmure,Auckland,Auckland,174.863907,-36.901878
Panmure District School,87 Mount Wellington Highway,Panmure,Auckland,Auckland,174.842518,-36.901544
Papakura Central School,23 Ray Small Drive,,Papakura,Auckland,174.936787,-37.067966
Papakura Intermediate,50 Settlement Road,,Papakura,Auckland,174.953942,-37.066243
Papakura Normal School,49 Walters Road,,Papakura,Auckland,174.936161,-37.048888
Kereru Park Campus,58 Beach Road,,Papakura,Auckland,174.936648,-37.074477
Paparimu School,3 Matheson Road,Paparimu,Papakura,Auckland,175.126692,-37.146194
Papatoetoe Central School,Great South Road,Papatoetoe,Auckland,Auckland,174.86414,-36.973666
Papatoetoe East School,Tui Road,Papatoetoe,Auckland,Auckland,174.875624,-36.973514
Papatoetoe Intermediate,175 Motatau Road,Papatoetoe,Auckland,Auckland,174.854484,-36.961656
Papatoetoe North School,Graeme Avenue,Mangere East,Auckland,Auckland,174.83529,-36.971042
Papatoetoe South School,Milan Road,Papatoetoe,Auckland,Auckland,174.853099,-36.988406
Papatoetoe West School,Hillcrest Road,Papatoetoe,Auckland,Auckland,174.848345,-36.97912
Parakai School,10 Fordyce Road,,Parakai,Auckland,174.432925,-36.663242
Ridgeview School,Cutts Crescent,Paremoremo,Auckland,Auckland,174.648368,-36.754645
Park Estate School,Park Estate Road,,Papakura,Auckland,174.93874,-37.084561
Parkside School,184 Wellington Street,,Pukekohe,Auckland,174.897547,-37.216183
Parnell School,48 St Stephens Avenue,Parnell,Auckland,Auckland,174.787908,-36.855391
Pasadena Intermediate,Moray Place,Point Chevalier,Auckland,Auckland,174.717968,-36.865829
Patumahoe Primary School,38 Patumahoe Road,,Patumahoe,Auckland,174.832725,-37.187503
Pigeon Mountain School,22 Wells Road,Bucklands Beach,Auckland,Auckland,174.907051,-36.882656
Pt Chevalier School,Te Ra Road,Point Chevalier,Auckland,Auckland,174.704211,-36.860659
Pt England School,130 Pt England Road,Panmure,Auckland,Auckland,174.866627,-36.882817
Pokeno School,54 Pokeno Road,,Pokeno,Waikato,175.014881,-37.243483
Pomaria Road School,33a Pomaria Road,Henderson,Auckland,Auckland,174.62636,-36.8614
Ponsonby Intermediate,50 Clarence Street,Ponsonby,Auckland,Auckland,174.739686,-36.848055
Ponsonby Primary School,44 Curran Street,Herne Bay,Auckland,Auckland,174.738997,-36.842082
Prospect School,Rosier Road,Glen Eden,Auckland,Auckland,174.639897,-36.915177
Puhinui School,116 Puhinui Road,Papatoetoe,Auckland,Auckland,174.866043,-36.985954
Pukekawa School,803 Highway 22,,Tuakau,Waikato,174.986309,-37.341758
Pukekohe East School,137 Runciman Road,,Pukekohe,Auckland,174.945031,-37.184489
Pukekohe Hill School,12 Green Lane,,Pukekohe,Auckland,174.892293,-37.211542
Pukekohe Intermediate,44-74 Queen Street,,Pukekohe,Auckland,174.901575,-37.203593
Pukekohe North School,Princes Street,,Pukekohe,Auckland,174.895975,-37.195785
Pukeoware School,479 Baldhill Road,,Waiuku,Waikato,174.774926,-37.242594
Puni School,Waiuku Road,Puni,Pukekohe,Auckland,174.85458,-37.232356
Ramarama School,126 Ararimu Road,,Drury,Auckland,174.973732,-37.142293
Rangeview Intermediate,Keru Place,Te Atatu South,Auckland,Auckland,174.644967,-36.868611
Ranui School,Ranui Station Road,Ranui,Auckland,Auckland,174.603407,-36.865838
Redhill School,Redcrest Avenue,,Papakura,Auckland,174.971628,-37.069923
Redoubt North School,Diorella Drive,Manukau Central,Auckland,Auckland,174.889972,-36.985854
Remuera Intermediate,Ascot Avenue,Remuera,Auckland,Auckland,174.799567,-36.886292
Remuera School,25 Dromorne Road,Remuera,Auckland,Auckland,174.793117,-36.881595
Richmond Road School,113 Richmond Road,Ponsonby,Auckland,Auckland,174.739778,-36.856157
Riverhead School,21 School Road,,Riverhead,Auckland,174.593956,-36.753215
Riverhills School,13 Waikaremoana Place,Pakuranga,Auckland,Auckland,174.889636,-36.919943
Riverina School,30 Millen Avenue,Pakuranga,Auckland,Auckland,174.861814,-36.913961
Robertson Road School,205 Robertson Road,Mangere,Auckland,Auckland,174.810346,-36.967787
Rongomai School,20 Rongomai Road,East Tamaki,Auckland,Auckland,174.88902,-36.968469
Roscommon School,23 Burundi Avenue,Manurewa,Auckland,Auckland,174.863549,-37.026912
Rosebank School (Auckland),217 Rosebank Road,Avondale,Auckland,Auckland,174.685731,-36.888159
Rosehill School,48-52  Rosehill Drive,,Papakura,Auckland,174.936431,-37.07581
Rosehill Intermediate,Jupiter Street,,Papakura,Auckland,174.935795,-37.078196
Rowandale School,73 Rowandale Avenue,Manurewa,Auckland,Auckland,174.875237,-37.024796
Royal Oak School,Chandler Avenue,Royal Oak,Auckland,Auckland,174.774378,-36.908649
Royal Road School,Royal Road,Massey,Auckland,Auckland,174.618093,-36.831656
Ruapotaka School,10 A Taratoa Street,Panmure,Auckland,Auckland,174.860647,-36.88806
Rutherford School,2 Kotuku Street,Te Atatu Peninsula,Auckland,Auckland,174.6489,-36.852552
Sandspit Road School,Sandspit Road,,Waiuku,Auckland,174.723952,-37.240144
Shelly Park School,13 Sunnyview Avenue,Shelly Park,Auckland,Auckland,174.944936,-36.908174
Sherwood School (Auckland),Sartors Avenue,Browns Bay,Auckland,Auckland,174.730854,-36.71541
Silverdale School,4 Longmore Lane,,Silverdale,Auckland,174.679659,-36.606129
Sir Keith Park School,33 Robertson Road,Mangere,Auckland,Auckland,174.802487,-36.955418
Sommerville School,7 A Benghazi Road,Panmure,Auckland,Auckland,174.866051,-36.893936
St Anne's Catholic School (Manurewa),124 Russell Road,Manurewa,Auckland,Auckland,174.882432,-37.021101
St Dominic's Catholic School (Blockhouse Bay),32 Bolton Street,Blockhouse Bay,Auckland,Auckland,174.698728,-36.919384
St Francis Catholic School (Pt Chevalier),Montrose Street,Point Chevalier,Auckland,Auckland,174.708387,-36.870169
St Heliers School,126 St Heliers Bay Road,St Heliers,Auckland,Auckland,174.860518,-36.857574
St Ignatius Catholic School (St Heliers),72 Speight Road,St Heliers,Auckland,Auckland,174.850048,-36.852683
St John the Evangelist Catholic School,14B Otara Road,Otara,Auckland,Auckland,174.86976,-36.961246
St John's School (Mairangi Bay),87 A Penzance Road,Mairangi Bay,Auckland,Auckland,174.743685,-36.738595
St Joseph's School (Grey Lynn),456 Great North Road,Grey Lynn,Auckland,Auckland,174.739933,-36.867095
St Joseph's School (Onehunga),125 Church Street,Onehunga,Auckland,Auckland,174.788103,-36.922905
St Joseph's School (Orakei),16 Brenton Place,Orakei,Auckland,Auckland,174.820999,-36.862673
St Joseph's School (Otahuhu),29 High Street,Otahuhu,Auckland,Auckland,174.847642,-36.945135
St Joseph's School (Pukekohe),94 Seddon Street,,Pukekohe,Auckland,174.901263,-37.195909
St Joseph's Catholic School (Takapuna),2 Taharoto Road,Takapuna,Auckland,Auckland,174.761823,-36.791097
St Leonards Road School,15 St Leonards Road,Kelston,Auckland,Auckland,174.66276,-36.89888
St Leo's Catholic School (Devonport),102 Victoria Road,Devonport,Auckland,Auckland,174.796563,-36.825315
St Mark's School (Pakuranga),334 Pakuranga Road,Pakuranga,Auckland,Auckland,174.897151,-36.901444
St Mary's Catholic School (Papakura),54 Clark Road,,Papakura,Auckland,174.936511,-37.071181
St Mary's School (Avondale),2136 Great North Road,Avondale,Auckland,Auckland,174.693383,-36.901667
St Mary's School (Ellerslie),58 Main Highway,Ellerslie,Auckland,Auckland,174.803434,-36.895618
St Mary's School (Northcote),115 Onewa Road,Northcote,Auckland,Auckland,174.738375,-36.810231
St Michael's Catholic School (Remuera),6 Beatrice Road,Remuera,Auckland,Auckland,174.783909,-36.873448
St Patrick's School (Panmure),5 Church Crescent,Panmure,Auckland,Auckland,174.857073,-36.902242
St Pius X Catholic School (Glen Innes),103 Castledine Crescent,Glen Innes,Auckland,Auckland,174.8544,-36.871497
St Therese School (Three Kings),463 Mt Albert Road,Three Kings,Auckland,Auckland,174.750529,-36.908239
St Thomas School (Auckland),Allum Street,Kohimarama,Auckland,Auckland,174.841452,-36.863075
Stanhope Road School,2 B Harris Road,Mount Wellington,Auckland,Auckland,174.831791,-36.895572
Stanley Bay School,15 Russell Street,Stanley Point,Auckland,Auckland,174.78476,-36.825511
Stanmore Bay School,32 Waiora Road,,Whangaparaoa,Auckland,174.727917,-36.623463
Our Lady Star of the Sea School (Howick),14 Oakridge Way,Howick South,Auckland,Auckland,174.922996,-36.919417
Sunnyhills School,17 The Crest,Pakuranga,Auckland,Auckland,174.883308,-36.902083
Sunnybrae Normal School,36 Sunnybrae Road,Hillcrest,Auckland,Auckland,174.744714,-36.789605
Sunnynook School,Lyford Crescent,Takapuna North,Auckland,Auckland,174.742494,-36.752392
Sunnyvale School,Ribblesdale Road,Henderson,Auckland,Auckland,174.636055,-36.892397
Sutton Park School,89 Vine Street,Mangere East,Auckland,Auckland,174.821816,-36.957175
Swanson School,703 Swanson Road,,Swanson,Auckland,174.581336,-36.86544
Sylvia Park School,Longford Street,Mount Wellington,Auckland,Auckland,174.836562,-36.913471
Takanini School,39 Takanini School Road,Takanini,Auckland,Auckland,174.924696,-37.03933
Takapuna Normal Intermediate,54 B Taharoto Road,Takapuna,Auckland,Auckland,174.754988,-36.787292
Takapuna School,23 Auburn Street,Takapuna,Auckland,Auckland,174.768573,-36.787879
Tamaki School,Alamein Road,Panmure,Auckland,Auckland,174.864558,-36.894673
Target Road School,80 Target Road,Totara Vale,North Shore,Auckland,174.733366,-36.763373
Taupaki School,Cottle Road,Henderson,Auckland,Auckland,174.544544,-36.820254
Te Atatu Intermediate,Harbour View Road,Te Atatu Peninsula,Auckland,Auckland,174.652871,-36.84045
Peninsula Primary School,Waipani Road,Te Atatu,Auckland,Auckland,174.651721,-36.833194
Te Hihi School,Linwood Road,,Papakura,Auckland,174.833214,-37.114724
Te Kohanga School,976 Tuakau Bridge-Port Waikato Road,,Tuakau,Waikato,174.845212,-37.312697
Te Papapa School,219 Mt Smart Road,Onehunga,Auckland,Auckland,174.799657,-36.915222
Three Kings School,944 Mt Eden Road,Mount Roskill,Auckland,Auckland,174.759205,-36.907359
